,data_type,file_name,speaker,label
171,audio,1_nicolas_11.wav,nicolas,1
172,audio,1_nicolas_5.wav,nicolas,1
173,audio,1_nicolas_41.wav,nicolas,1
174,audio,1_nicolas_19.wav,nicolas,1
175,audio,1_jackson_32.wav,jackson,1
176,audio,1_jackson_36.wav,jackson,1
177,audio,1_jackson_46.wav,jackson,1
178,audio,1_jackson_40.wav,jackson,1
179,audio,1_jackson_1.wav,jackson,1
180,audio,0_yweweler_1.wav,yweweler,0
181,audio,0_yweweler_22.wav,yweweler,0
182,audio,0_yweweler_12.wav,yweweler,0
183,audio,0_yweweler_32.wav,yweweler,0
184,audio,0_yweweler_27.wav,yweweler,0
185,audio,0_theo_1.wav,theo,0
186,audio,0_theo_19.wav,theo,0
187,audio,0_theo_21.wav,theo,0
188,audio,0_theo_0.wav,theo,0
189,audio,0_theo_22.wav,theo,0
190,audio,0_nicolas_35.wav,nicolas,0
191,audio,0_nicolas_40.wav,nicolas,0
192,audio,0_nicolas_12.wav,nicolas,0
193,audio,0_nicolas_41.wav,nicolas,0
194,audio,0_nicolas_21.wav,nicolas,0
195,audio,0_jackson_0.wav,jackson,0
196,audio,0_jackson_19.wav,jackson,0
197,audio,0_jackson_32.wav,jackson,0
198,audio,0_jackson_43.wav,jackson,0
199,audio,0_jackson_49.wav,jackson,0
